FullText,Name,Address,ACT,AD,ADLT,ADM,AH,ALZ,AOT,ARIPI,ASENA,AT,BMT,BREXP,CARIP,CBT,CCBHC,CDM,CFT,CHLD,CHLOR,CIT,CJ,CLF,CLOZA,CM,CMHC,CMHG,CO,COOT,CRT,CSBG,DBT,DEC,DROPE,DV,ECT,EMDR,ES,FG,FLUPH,FPSY,FQHC,GL,GT,HALOP,HI,HIVT,HS,HV,ICM,IDD,IH,ILOPE,IMR,IPC,IPT,ITU,KIT,LAD,LMG,LOXAP,LURAS,MC,MD,MF,MH,MI,MSMH,NRT,NSC,OLANZ,OLANZF,OMH,OP,ORES,OSF,OSG,PA,PALIP,PCF,PED,PEER,PEFP,PEOFF,PEON,PERPH,PH,PHDT,PI,PIMOZ,PROCH,PRS,PSY,PTSD,PVTN,PVTP,QUETI,RES,RISPE,RTCA,RTCC,SCJJ,SE,SED,SEF,SEMP,SF,SH,SHB,SHC,SI,SMA,SMHA,SMI,SMON,SMOP,SMPD,SNR,SPS,SS,STDT,STU,SUMH,SWFS,TAY,TBG,TBI,TBS,TCC,TELE,THIOR,THIOT,TMS,TPC,TRIFL,TRMA,TT,VAF,VAMC,VET,VO,VRS,WI,YAD,ZIPRA
"Lifes Energy Wellness Center Inc 514 Poplar Street Cambridge, Maryland 21613 Phone: (800) 867-2395 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CRT CFT DBT ECT GT IDD IPT TMS TT ⑦ CIT PEON PEOFF WI ⑧ PVTN ⑩ MC MD OSF PI PCF SCJJ SF SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET CJ CO HV DV TRMA TBI PED PTSD SED SMI ⑬ HIVT SHB SHC STDT TBS ⑭ AOT CDM CM DEC ES FPSY HS ICM IMR IPC PEER PRS SEMP SH SPS VRS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP F47",Lifes Energy Wellness Center Inc ,"514 Poplar Street Cambridge, Maryland 21613",0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
"Lifes Energy Wellness Center Inc 8737 Brooks Drive Suite 108 Easton, Maryland 21601 Phone: (800) 867-2395 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CRT CFT DBT ECT GT IDD IPT TMS TT ⑦ CIT PEON PEOFF WI ⑧ PVTN ⑩ MC MD OSF PI PCF SCJJ SF SI SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI ⑬ HIVT SHB SHC STDT TBS ⑭ AOT CDM CM DEC ES FPSY HS ICM IMR IPC PEER PRS SEMP SH SPS VRS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP F47",Lifes Energy Wellness Center Inc ,"8737 Brooks Drive Suite 108 Easton, Maryland 21601",0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
"Lifes Energy Wellness Center Inc 2324 North Zion Road Suite 112 Salisbury, Maryland 21801 Phone: (800) 867-2395 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CRT CFT DBT ECT GT IDD IPT TMS TT ⑦ CIT PEON PEOFF WI ⑧ PVTN ⑩ MC MD OSF PI PCF SCJJ SF SI SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI ⑬ HIVT SHB SHC STDT TBS ⑭ AOT CDM CM DEC ES FPSY HS ICM IMR IPC PEER PRS SEMP SH SPS VRS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP F47",Lifes Energy Wellness Center Inc ,"2324 North Zion Road Suite 112 Salisbury, Maryland 21801",0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1
"Living and Growing LLC 8777 1st Avenue Silver Spring, Maryland 20910 Phone: (301) 920-0316 ① MH SUMH ② TELE ③ OP ④ CMHC ⑤ CHLOR DROPE FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CRT CFT DBT GT IDD IPT TT ⑧ PVTP ⑩ CLF CMHG CSBG FG MC MD MI PI PCF SCJJ SEF SF SI SMHA SWFS VAF ⑪ SS ⑫ AD TAY GL VET DV TRMA PEFP PTSD SED SMI ⑭ ACT AOT CDM CM COOT DEC ES FPSY ICM IMR IPC PEER PRS SPS ⑯ SMPD ⑰ ADLT CHLD SNR YAD ⑳ SP F43",Living and Growing LLC ,"8777 1st Avenue Silver Spring, Maryland 20910",1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1
"Lower Shore Clinic Inc 505 East Main Street Salisbury, Maryland 21804 Phone: (410) 341-3420 ① MH SUMH ② TELE ③ OP ④ CMHC ⑤ CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ CBT CFT DBT EMDR GT IDD IPT TT ⑦ WI ⑧ PVTN ⑩ MC MD PI SF SI SMHA ⑪ SS ⑫ TAY CO ⑭ CDM ES IPC SPS ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT SNR YAD ⑲ AH",Lower Shore Clinic Inc ,"505 East Main Street Salisbury, Maryland 21804",0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1
"M Slutsky and Associates Inc DBA MSA/The Child and Adolescent Ctr 10005 Old Columbia Road Suite L-260 Columbia, Maryland 21046 Phone: (443) 259-0400 Intake: (443) 936-8566 ① MH ③ OP ④ CMHC ⑥ AT BMT CBT CFT DBT GT IDD IPT TT ⑦ CIT ⑧ PVTP ⑩ MD PI SF ⑫ AD TAY GL TRMA PEFP PTSD SED ⑭ ACT IMR SPS ⑯ SMON ⑰ CHLD YAD",M Slutsky and Associates Inc DBA MSA/The Child and Adolescent Ctr ,"10005 Old Columbia Road Suite L-260 Columbia, Maryland 21046",1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Maple Shade 11760 Somerset Avenue Princess Anne, Maryland 21853 Phone: (410) 621-5177 ① MH ② TELE ③ OP ④ OMH ⑤ HALOP LOXAP ARIPI LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT DBT EMDR GT IPT TT ⑦ CIT ⑧ PVTN ⑩ MC MD ⑪ SS ⑫ AD ⑭ ACT CM COOT FPSY IMR PRS SPS ⑮ NRT STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD",Maple Shade ,"11760 Somerset Avenue Princess Anne, Maryland 21853",1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"Maple Shade Youth and Family Servs 382 West Main Street Crisfield, Maryland 21817 Phone: (410) 968-3547 Intake: (410) 968-1070 ① MH ② TELE ③ OP ④ OMH ⑤ PERPH ARIPI CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA ⑥ AT BMT CBT CFT DBT GT IPT TT ⑦ CIT ⑧ PVTN ⑩ MC MD SF ⑪ PA SS ⑫ AD TAY SE GL DV TRMA PED PEFP PTSD SED SMI ⑭ COOT FPSY IMR SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD",Maple Shade Youth and Family Servs ,"382 West Main Street Crisfield, Maryland 21817",0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"Mar Lyn Housing Centers for Behavioral Health LLC 526 College Parkway Rockville, Maryland 20850 Phone: (301) 650-6200x2000 Intake: (301) 527-0701 ① MH ③ OP ④ OMH ⑥ AT BMT ⑧ PVTP ⑩ CLF SF ⑫ SMI ⑭ CDM CM DEC HS PRS ⑮ STU ⑯ SMPD ⑰ ADLT SNR YAD",Mar Lyn Housing Centers for Behavioral Health LLC ,"526 College Parkway Rockville, Maryland 20850",0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Marshy Hope Family Services LLC 813-1 Chesapeake Drive Cambridge, Maryland 21613 Phone: (410) 221-2266 ① MH SUMH ③ OP ④ OMH ⑤ ARIPI ASENA CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT DBT GT IPT TT ⑧ PVTP ⑩ CLF MC MD MI OSF PI SCJJ SF SI SMHA SWFS ⑫ AD ⑭ COOT DEC FPSY SPS ⑮ STU ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Marshy Hope Family Services LLC ,"1 Chesapeake Drive Cambridge, Maryland 21613",0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"Maryland Family Resource Inc 903 Brightseat Road Hyattsville, Maryland 20785 Phone: (301) 333-2980 Intake: (301) 333-2980x115 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ FLUPH HALOP ARIPI BREXP LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ BMT CBT CFT GT IPT TT ⑦ PEON ⑧ PVTP ⑩ CLF CMHG CSBG MD OSF PI PCF SCJJ SEF SF SMHA SWFS ⑫ AD TRMA PTSD ⑭ COOT FPSY PRS SPS ⑮ NSC STU TCC ⑯ SMPD ⑰ ADLT CHLD YAD ⑲ AH ⑳ SP F17 F19 F47",Maryland Family Resource Inc ,"903 Brightseat Road Hyattsville, Maryland 20785",0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
"Maryland Treatment/Health Quest 3800 Frederick Avenue Baltimore, Maryland 21229 Phone: (410) 233-1400 Intakes: (410) 233-1400x260 (410) 233-1400x140 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ FLUPH HALOP LOXAP PERPH ARIPI CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ CBT CFT DBT GT IDD IPT TT ⑧ PVTP ⑩ MD PI SF ⑫ AD TAY CO ⑭ COOT FPSY ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT CHLD SNR YAD",Maryland Treatment/Health Quest ,"3800 Frederick Avenue Baltimore, Maryland 21229",0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
"MedPsych Health Services LLC 7101 Guilford Drive Suite 100 Frederick, Maryland 21704 Phone: (240) 464-8000 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CRT CFT DBT EMDR GT IDD IPT TT ⑧ PVTP ⑩ CLF MD OSF PI PCF SCJJ SEF SF SI SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI ⑭ ACT CDM COOT DEC ES FPSY IMR SPS ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT CHLD YAD ⑲ AH ⑳ F65 F91 SP F17 F36 F81",MedPsych Health Services LLC ,"7101 Guilford Drive Suite 100 Frederick, Maryland 21704",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
"MedPsych Health Services LLC 6237 Executive Boulevard Rockville, Maryland 20852 Phone: (240) 464-8000 ① MH SUMH ② TELE ③ OP ④ OMH ⑤ CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT CRT CFT DBT EMDR GT IDD IPT TT ⑧ PVTP ⑩ CLF MD OSF PI PCF SCJJ SEF SF SI SMHA SWFS ⑪ SS ⑫ AD TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PED PEFP PTSD SED SMI ⑭ ACT CDM COOT DEC ES FPSY IMR SPS ⑮ NRT NSC STU TCC ⑯ SMPD ⑰ ADLT CHLD YAD ⑲ AH ⑳ F65 F91 SP F17 F36 F81",MedPsych Health Services LLC ,"6237 Executive Boulevard Rockville, Maryland 20852",1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1
"Medstar Harbor Hospital Behavioral Health 3001 South Hanover Street Suite 164 Brooklyn, Maryland 21225 Phone: (410) 350-7550 ① MH SUMH ② TELE ③ OP PHDT ④ OMH ⑥ CBT CFT IPT TT ⑦ CIT PEON WI ⑧ PVTN ⑩ MC MD MI PI SF SI ⑭ CM PEER SPS ⑯ SMON ⑰ ADLT SNR YAD",Medstar Harbor Hospital Behavioral Health ,"3001 South Hanover Street Suite 164 Brooklyn, Maryland 21225",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
"MedStar Montgomery Medical Center Addiction and Mental Health Center 18101 Prince Philip Drive Olney, Maryland 20832 Phone: (301) 774-8801 Intakes: (301) 774-8800 (888) 420-2642 ① MH SUMH ② TELE ③ HI OP PHDT ④ PSY ⑤ CHLOR FLUPH HALOP ARIPI ASENA CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA ⑥ AT BMT CBT GT IDD IPT ⑦ CIT PEON WI ⑧ PVTN ⑩ MC MD MI PI SF SI ⑫ AD SE CO SMI ⑬ HIVT SHB SHC STDT TBS ⑭ AOT CDM CM COOT ES IPC PEER SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH ⑳ SP",MedStar Montgomery Medical Center Addiction and Mental Health Center ,"18101 Prince Philip Drive Olney, Maryland 20832",0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"MedStar Saint Marys Hospital Psych Unit 25500 Point Lookout Road Leonardtown, Maryland 20650 Phone: (301) 475-6227 ① MH SUMH ③ HI PHDT ④ PSY ⑤ CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA ⑥ AT CBT CFT GT IPT ⑦ CIT PEON WI ⑧ PVTN ⑩ MC MD MI PI SF SI ⑪ SS ⑫ AD ⑬ HIVT SHB SHC STDT TBS ⑭ CDM CM DEC FPSY SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑲ AH",MedStar Saint Marys Hospital Psych Unit ,"25500 Point Lookout Road Leonardtown, Maryland 20650",0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1
"Medstar Southern Maryland Hospital Ctr Behavioral Health Services Unit 4W 7503 Surratts Road Clinton, Maryland 20735 Phone: (301) 877-4450 Intake: (301) 877-7412 ① MH ③ HI PHDT ④ PSY ⑤ CHLOR FLUPH HALOP ARIPI CLOZA LURAS OLANZ OLANZF QUETI RISPE ZIPRA ⑥ AT CBT GT IDD IPT ⑦ CIT PEON WI ⑧ PVTN ⑩ CLF CMHG CSBG ITU MC MD MI OSF PI SEF SF SI SMHA SWFS VAF ⑫ SE VET MF CJ CO HV DV TRMA PEFP SMI ⑭ ES FPSY ICM IPC SPS ⑮ NRT NSC STU TCC ⑯ SMON ⑰ ADLT SNR YAD",Medstar Southern Maryland Hospital Ctr Behavioral Health Services Unit ,"7503 Surratts Road Clinton, Maryland 20735",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1
"Mentor Maryland Institute for Family Centered Services 7501 Forbes Boulevard Suite 102 Lanham, Maryland 20706 Phone: (301) 577-7931 ① MH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CRT CFT DBT IDD TT ⑧ PVTP ⑩ MD SCJJ ⑫ AD TAY SE CJ CO TRMA PTSD SED SMI ⑭ CM COOT FPSY PRS ⑯ SMON ⑰ ADLT CHLD SNR YAD ⑳ SP",Mentor Maryland Institute for Family Centered Services ,"7501 Forbes Boulevard Suite 102 Lanham, Maryland 20706",0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
"Mentor Maryland Institute for Family Centered Services 200 Kent Avenue Suite 101 La Plata, Maryland 20646 Phone: (301) 934-5607 Intake: (301) 934-5607x200 ① MH ② TELE ③ OP ④ OMH ⑥ AT BMT CBT CFT IDD TT ⑧ PVTP ⑩ MD SCJJ ⑫ AD TAY SE GL CJ TRMA PTSD SED SMI ⑭ CM COOT FPSY PRS ⑮ STU ⑯ SMON ⑰ ADLT CHLD SNR YAD",Mentor Maryland Institute for Family Centered Services ,"200 Kent Avenue Suite 101 La Plata, Maryland 20646",0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
