"FIPS","County","Tract","Imprisonment_Rate","Total_Pop","IncomeMedian","pctWhite","pctBlack","pctBachelorsUp","pctUnderPoverty","pctOwner","pctRenter","UnempRate16","pctUnder18","pctOver65","pctDepend","pctNoVeh","pctDisability","pctMedicaid","pctMedicare","pctNoHI","pctNoSP","pctNoInternet","pctRural","missing","Imprisonment_RateCounty","Total_PopCounty","IncomeMedianCounty","pctWhiteCounty","pctBlackCounty","pctBachelorsUpCounty","pctUnderPovertyCounty","pctOwnerCounty","pctRenterCounty","UnempRate16County","white","black","bachelorsUp","poverty","owner","renter","unemp","black_cat","white_cat","bachelors_cat","poverty_cat","owner_cat","renter_cat","MHF_miles","Total_TravelTime_MHF","Driving_Miles_MHF","Inpatient_miles","Total_TravelTime","Driving_Miles","Crisis_miles","Total_TravelTime_Crisis","Driving_Miles_Crisis","Walkin_miles","Total_TravelTime_Walkin","Driving_Miles_Walkin","FacilityName","Setting_Inpatient","Setting_Outpatient","Setting_PartialHospital","Setting_Residential","Setting_Tele","Emer_CrisisIntervention","Emer_Walkins","FedQualified","Payment_Medicaid","Payment_Medicare","Payment_VA","PaymentAssist_Assistance","PaymentAssist_SlidingScale","Age_Adults","IH_FacilityName","IH_Setting_Inpatient","IH_Setting_Outpatient","IH_Setting_PartialHospital","IH_Setting_Residential","IH_Setting_Tele","IH_Emer_CrisisIntervention","IH_Emer_Walkins","IH_FedQualified","IH_Payment_Medicaid","IH_Payment_Medicare","IH_Payment_VA","IH_PaymentAssist_Assistance","IH_PaymentAssist_SlidingScale","IH_Age_Adults","Crisis_IH_FacilityName","Crisis_IH_Setting_Inpatient","Crisis_IH_Setting_Outpatient","Crisis_IH_Setting_PartialHospital","Crisis_IH_Setting_Residential","Crisis_IH_Setting_Tele","Crisis_IH_Emer_CrisisIntervention","Crisis_IH_Emer_Walkins","Crisis_IH_FedQualified","Crisis_IH_Payment_Medicaid","Crisis_IH_Payment_Medicare","Crisis_IH_Payment_VA","Crisis_IH_PaymentAssist_Assistance","Crisis_IH_PaymentAssist_SlidingScale","Crisis_IH_Age_Adults","Walkin_IH_FacilityName","Walkin_IH_Setting_Inpatient","Walkin_IH_Setting_Outpatient","Walkin_IH_Setting_PartialHospital","Walkin_IH_Setting_Residential","Walkin_IH_Setting_Tele","Walkin_IH_Emer_CrisisIntervention","Walkin_IH_Emer_Walkins","Walkin_IH_FedQualified","Walkin_IH_Payment_Medicaid","Walkin_IH_Payment_Medicare","Walkin_IH_Payment_VA","Walkin_IH_PaymentAssist_Assistance","Walkin_IH_PaymentAssist_SlidingScale","Walkin_IH_Age_Adults","IncomeMedian1000"
24021752102,"Frederick","Frederick County, Census Tract 7521.02",44,6884,127563,81.96753374,7.256014082,45.55141183,2.356902357,93.47175458,6.528245417,2.4,24.2,16,40.2,3.3,8,6.7,3,2.5,9.9,2.6,33.43,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",5.45978539910319,22.1429780557001,13.1185901224861,6.5114762144167,24.0631030090675,14.9596221505655,6.5114762144167,24.0631030090675,14.9596221505655,6.5114762144167,24.0631030090675,14.9596221505655,"Institute for Family Centered Services",0,1,0,0,0,1,0,0,1,0,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,127.563
24021752201,"Frederick","Frederick County, Census Tract 7522.01",125,2402,126750,94.26660296,2.914476828,48.94014963,4.597156398,85.2661597,14.7338403,2.8,19.7,22.4,42.2,4.2,10.4,8.9,3,3.3,13.1,4.5,100,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",2.24903032309977,18.7844537388635,10.642229080319,4.06794904816552,23.7915519873301,11.5331344604492,4.06794904816552,23.7915519873301,11.5331344604492,4.06794904816552,23.7915519873301,11.5331344604492,"Institute for Family Centered Services",0,1,0,0,0,1,0,0,1,0,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,126.75
24021752202,"Frederick","Frederick County, Census Tract 7522.02",22,4482,156696,65.96377399,14.62557448,63.65591398,5.235069886,84.11689962,15.88310038,3,35.6,6.9,42.5,0,6.9,6.2,0.2,2.3,3.7,2.4,0.01,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",5.0434626601657,14.3080375846371,8.1751025973175,6.52288602479,17.949312507447,11.4667705354311,6.52288602479,17.949312507447,11.4667705354311,6.52288602479,17.949312507447,11.4667705354311,"Institute for Family Centered Services",0,1,0,0,0,1,0,0,1,0,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,156.696
24021752301,"Frederick","Frederick County, Census Tract 7523.01",69,7222,107115,67.01260193,22.34988881,48.17363684,6.216635096,81.95449845,18.04550155,4.6,28.1,5.5,33.5,0.4,7.1,7.8,0.9,3,1.2,1.3,0.02,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",1.22321984608894,7.18479588305558,2.89361026366768,3.07821132022501,15.1232624143853,7.07267596789455,3.07821132022501,15.1232624143853,7.07267596789455,3.07821132022501,15.1232624143853,7.07267596789455,"MedPsych Health Services LLC",0,1,0,0,1,0,0,0,1,0,0,0,1,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,107.115
24021752302,"Frederick","Frederick County, Census Tract 7523.02",23,4275,118571,89.17399804,6.720430108,51.97389886,2.706692913,85.33498759,14.66501241,5.7,17.8,24.9,42.7,1.7,10.9,3.1,5.6,1.9,11.8,6.7,65.27,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",2.15727532537738,12.0474028763241,7.3372440339323,4.0002772135978,18.3289618492126,10.5078201293945,4.0002772135978,18.3289618492126,10.5078201293945,4.0002772135978,18.3289618492126,10.5078201293945,"MedPsych Health Services LLC",0,1,0,0,1,0,0,0,1,0,0,0,1,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,118.571
24021752303,"Frederick","Frederick County, Census Tract 7523.03",55,3608,112146,85.5858748,10.88282504,41.71888988,2.761583308,91.83798711,8.162012887,4.3,21.9,12.4,34.3,0.9,10.6,6.6,2.7,3.3,9.9,6.4,94,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",1.4608657973541,8.90065528279709,5.30371161173358,3.41325763668062,19.5874273723952,13.7993469249594,3.41325763668062,19.5874273723952,13.7993469249594,3.41325763668062,19.5874273723952,13.7993469249594,"Behavioral Health Partners of Frederick",0,1,0,0,0,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,112.146
24021752501,"Frederick","Frederick County, Census Tract 7525.01",77,5174,106576,90.57581191,1.275154413,36.85622318,5.858624664,87.22509084,12.77490916,6.9,23.3,12.7,36,0.8,8.8,12,1.5,4.6,11.7,6.3,48.02,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,0,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",1.50313021956614,14.7990160518778,8.20702315549824,4.69493876109547,22.4808280553331,15.1755054535874,4.69493876109547,22.4808280553331,15.1755054535874,4.69493876109547,22.4808280553331,15.1755054535874,"Sheppard Pratt Health Systems The Jefferson School",0,0,0,1,0,1,0,0,1,0,0,0,0,0,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,106.576
24021752502,"Frederick","Frederick County, Census Tract 7525.02",85,2364,138478,93.98380255,4.203625145,43.37003351,4.232804233,96.28928436,3.710715638,1.3,16.7,26.2,42.9,2.5,13,4.7,2.5,2.4,8.9,6,94.53,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",0,6.40349004406644,3.22499856263556,6.06608756522962,16.4059110039949,11.3106969709542,6.06608756522962,16.4059110039949,11.3106969709542,6.06608756522962,16.4059110039949,11.3106969709542,"Sheppard Pratt Health Systems The Jefferson School",0,0,0,1,0,1,0,0,1,0,0,0,0,0,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,138.478
24021752601,"Frederick","Frederick County, Census Tract 7526.01",0,4481,143750,86.76470588,1.862745098,50.28715004,4.260245427,85.43644362,14.56355638,3.5,25.9,16.8,42.8,1.6,7.8,4.7,1.9,2,8.6,2.6,7.46,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",4.16502946006075,13.9673704750233,7.73974738231681,5.48481152479322,18.8122390206079,10.32477347127,5.48481152479322,18.8122390206079,10.32477347127,5.48481152479322,18.8122390206079,10.32477347127,"Frederick County Health Department Outpatient Mental Health Clinic",0,1,0,0,0,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,143.75
24021752602,"Frederick","Frederick County, Census Tract 7526.02",37,2730,112165,96.40980736,0.131348511,47.81839623,1.544571933,85.74580759,14.25419241,2.5,17.9,27.1,44.9,2.4,7.3,6.5,6.2,3.9,12.1,5.8,47.55,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",2.1972357006711,12.2673536804289,7.25960131556557,3.22262051468112,17.1122222260136,9.84462740451872,3.22262051468112,17.1122222260136,9.84462740451872,3.22262051468112,17.1122222260136,9.84462740451872,"Behavioral Health Partners of Frederick",0,1,0,0,0,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,112.165
24021752603,"Frederick","Frederick County, Census Tract 7526.03",25,4058,120938,89.73135827,4.74516696,48.36389788,1.175141243,96.81499887,3.185001129,3.9,32.4,11.7,44.2,0.5,8.9,6.1,3.2,11.2,7.6,4.4,0.21,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",2.66594979429551,8.92199230112866,5.84218869831467,3.74698228275572,13.7668608467133,8.42721478726783,3.74698228275572,13.7668608467133,8.42721478726783,3.74698228275572,13.7668608467133,8.42721478726783,"Frederick County Health Department Outpatient Mental Health Clinic",0,1,0,0,0,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,120.938
24021752801,"Frederick","Frederick County, Census Tract 7528.01",137,2195,111591,97.53926702,1.727748691,33.64801079,3.201219512,90.29471545,9.705284553,2.4,16.7,18.8,35.5,0,5.4,7.3,3.8,1.7,21,13.4,100,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",4.54843945981809,21.4076504950217,10.8030385701411,4.54843945981809,21.4076504950217,10.8030385701411,6.74556843990417,23.7472891866396,15.240286703305,6.74556843990417,23.7472891866396,15.240286703305,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,111.591
24021752802,"Frederick","Frederick County, Census Tract 7528.02",27,3655,118214,97.27594661,0.871697085,44.68496328,1.854754441,94.89583333,5.104166667,5.3,27.5,13.1,40.6,1,5.6,4.2,2.8,1.9,11.1,7.2,100,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,1,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Above Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",4.48709212648121,17.0535187368107,10.9745067735678,4.48709212648121,17.0535187368107,10.9745067735678,5.90564814606256,17.0535187368107,10.9745067735678,5.90564814606256,17.0535187368107,10.9745067735678,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,118.214
24021752900,"Frederick","Frederick County, Census Tract 7529",32,3095,76190,97.76785714,1.530612245,23.11516156,7.744874715,83.37159724,16.62840276,1.4,17.3,19.4,36.7,2.8,8.8,7.6,7.3,4.1,15.5,7.7,81.89,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",5.24736881790667,24.4394235780982,19.2270882354018,5.24736881790667,24.5662756160305,15.7482784943343,8.53210263781668,26.2189203562785,19.407251553702,8.53210263781668,26.2189203562785,19.407251553702,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,76.19
24021753001,"Frederick","Frederick County, Census Tract 7530.01",88,4531,79844,98.91805249,0.861550791,28.0798529,5.383886256,80.77725118,19.22274882,5.8,19.8,20,39.9,1.6,15.8,5.8,2.1,3.4,18.8,16.5,17.13,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,0,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",10.4141363492598,23.2517993712985,16.3767635385231,10.5457338450264,25.0312961494787,16.5569268568233,11.0918642790654,25.0312961494787,16.5569268568233,11.0918642790654,25.0312961494787,16.5569268568233,"Frederick County Health Department Outpatient Mental Health Clinic",0,1,0,0,0,0,0,0,1,1,0,0,0,1,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,79.844
24021753002,"Frederick","Frederick County, Census Tract 7530.02",145,2750,73672,95.5393053,1.096892139,22.52437147,6.288622319,83.71501272,16.28498728,2.1,22.4,17.4,39.7,2.8,14.4,15.9,7.6,6.7,18.5,11,11.25,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",10.6801761787224,23.9910583222489,18.544183753836,10.6801761787224,25.7705551004292,18.7243470721362,13.3267538028859,25.7705551004292,18.7243470721362,13.3267538028859,25.7705551004292,18.7243470721362,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,73.672
24021765100,"Frederick","Frederick County, Census Tract 7651",209,4297,67385,81.5830721,12.12121212,29.27363807,10.32373184,64.10125288,35.89874712,2.9,19.1,18.6,37.7,5.9,11.7,19.4,8.9,6.3,17.6,12.5,0,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,1,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter",0,3.20626623344979,0.867214848141623,0.755443187274336,6.09004211425781,1.6334342956543,0.755443187274336,6.09004211425781,1.6334342956543,0.755443187274336,6.09004211425781,1.6334342956543,"Behavioral Health Partners of Frederick",0,1,0,0,0,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,67.385
24021766800,"Frederick","Frederick County, Census Tract 7668",34,5874,71694,88.7414844,9.178917175,28.16672094,14.62602459,76.90246517,23.09753483,5.5,12.2,15.9,28.2,1.1,12.1,11.3,4.8,6.8,24,23.1,18.61,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,1,1,0,1,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Majority Homeowner","Not Majority Renter",10.7235178948834,26.8698122536176,21.7859935045159,10.7235178948834,28.6493090317978,21.9661568228162,15.3604525143378,28.6493090317978,21.9661568228162,15.3604525143378,28.6493090317978,21.9661568228162,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Brook Lane Health Services",1,1,1,1,0,0,0,0,1,1,0,0,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,"Meritus Behavioral Health Services for Meritus Medical Center",1,1,1,0,0,1,1,0,1,1,0,0,0,1,71.694
24021767500,"Frederick","Frederick County, Census Tract 7675",214,2798,59973,99.06103286,0.938967136,19.14141414,8.272692455,88.7109077,11.2890923,3.6,20.8,30,50.9,5.7,18,8,5.7,7.5,33.2,29,97.32,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",8.57020248895308,21.8050971972542,14.8453879341303,8.89750978323875,23.5848638331196,15.0254730511366,8.89750978323875,23.5848638331196,15.0254730511366,8.89750978323875,23.5848638331196,15.0254730511366,"Frederick County Health Department Outpatient Mental Health Clinic",0,1,0,0,0,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,59.973
24021767600,"Frederick","Frederick County, Census Tract 7676",95,3173,83583,85.04243281,13.86138614,29.19315403,8.675958188,84.93913043,15.06086957,3.7,21.2,17.2,38.4,0.5,11.9,9.1,3,2.9,9.6,8.6,58.52,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",5.81437076154259,16.1997576434454,10.6022962498006,6.11036551031857,17.7304932124163,10.9923346749124,6.11036551031857,17.7304932124163,10.9923346749124,6.11036551031857,17.7304932124163,10.9923346749124,"Villa Maria of Frederick County Catholic Charities Family Services",0,1,0,0,1,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,83.583
24021770700,"Frederick","Frederick County, Census Tract 7707",27,3639,108988,99.346211,0,36.86361947,5.754141238,91.02005231,8.97994769,3.4,17.1,25.3,42.4,2.4,10.3,10.6,3.7,4.3,15.2,6.6,95.6,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,0,1,0,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Below Average","Majority Homeowner","Not Majority Renter",3.38768285482514,14.4935198763095,12.7928749883174,4.71922847698651,17.1514721972855,14.5276345959952,4.71922847698651,17.1514721972855,14.5276345959952,4.71922847698651,17.1514721972855,14.5276345959952,"Frederick County Health Department Outpatient Mental Health Clinic",0,1,0,0,0,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,108.988
24021772200,"Frederick","Frederick County, Census Tract 7722",635,1576,56616,79.47406866,19.35719503,30.3442029,17.79220779,44.68937876,55.31062124,4,15.4,13.5,28.9,16.8,11.3,24.5,5.4,8,12.4,9.9,0,FALSE,110.076923076923,271985,103118.323076923,83.5432645752308,10.2244658844615,41.5091880476923,6.95618850752308,78.3783628027692,21.6216371970154,3.96769230769231,1,0,0,1,0,1,0,"Not Majority Black","Majority White","Percent with Unemployment Below Average","Percent Under Poverty Level Above Average","Not Majority Homeowner","Majority Renter",0.279140941876129,8.07566168975395,2.79673210498688,0.705945690145218,9.82053059520528,2.78204156931977,0.705945690145218,9.82053059520528,2.78204156931977,0.705945690145218,9.82053059520528,2.78204156931977,"Behavioral Health Partners of Frederick",0,1,0,0,0,0,0,0,1,1,0,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,"Frederick Memorial Hospital Behavioral Health Services",1,0,1,0,0,1,1,0,1,1,1,0,0,1,56.616
